proID	geneName	Rep1_t=0	Rep1_t=1	Rep1_t=2	Rep1_t=4	Rep1_t=8	Rep1_t=16	Rep1_t=32	Rep2_t=0	Rep2_t=1	Rep2_t=2	Rep2_t=4	Rep2_t=8	Rep2_t=16	Rep2_t=32	Rep3_t=0	Rep3_t=1	Rep3_t=2	Rep3_t=4	Rep3_t=8	Rep3_t=16	Rep3_t=32	Rep4_t=0	Rep4_t=1	Rep4_t=2	Rep4_t=4	Rep4_t=8	Rep4_t=16	Rep4_t=32	Median_4	Median_8	c1_k10	c2_k10	c2_k20	c2_k12	dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	Median_deltascore	def
P18406	Cyr61	1	0.470019171	0.452847461	0.252643275	0.2204318	0.105432243	NA	1	0.561967082	0.409958808	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0.171275889	NA	NA	NA	NA	NA	0.252643275	0.2204318	0.173080689	4.999496402	0.08579017	0.656097407	12	0.230323969	0.067329282	0.769676031	0.014990764	2	5.777652056	8.335389969	1.529052369	0.3	6.8	0.88399142	0.11600858	0.115637696	0.884362304	0.619693301	UN
Q8BFR4	Gns	1	0.704537894	0.560521385	0.379385586	0.317807833	0.380941595	0.292643558	1	0.921429539	0.249608675	0.329814762	0.119914545	0.238251236	0.107707338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.354600174	0.218861189	0.068805319	0.511246353	0.010037378	0.135196826	14	0.204962752	0.093134794	0.795037248	0.026577849	2	14.5337602	20.96778376	22.38299888	1.7	63.5	0.790860464	0.209139536	0.069111667	0.930888333	0.277105599	UN
Q9WTK5	Nfkb2	1	0.899694068	0.641671211	NA	NA	NA	NA	1	0.634854677	0.512163304	0.282092355	0.197025234	NA	NA	1	0.609022892	0.270122836	0.447044785	0.238000555	0.127287728	NA	NA	NA	NA	NA	NA	NA	NA	0.36456857	0.217512895	0.166222489	0.513864571	0.071516124	0.211807607	14	0.266169491	0.028437581	0.733830509	0.00894674	2	6.016033114	8.67930114	5.459319515	1.9	7.1	0.708122189	0.291877811	0.252418403	0.747581597	0.246292053	UN
Q91V81-2	Rbm42	1	0.875716831	0.705749666	NA	NA	NA	NA	1	0.632207866	0.58357174	0.435556612	0.287503843	0.115229225	NA	1	0.837599722	0.3865084	0.333835019	0.14102017	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384695816	0.214262006	0.167918948	0.314323349	0.051755648	0.078176173	14	0.467828167	0.018540046	0.532171833	0.007511594	2	5.955254075	8.591615521	6.396150021	2.5	7.1	0.800824795	0.199175205	0.398329275	0.601670725	0.185024502	UN
Q80YQ2	Med23	1	0.666034388	0.403225733	0.328972522	0.220598486	NA	NA	1	0.87498816	0.383942215	0.442599541	0.197420131	0.255869571	0.165220055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.385786031	0.209009308	0.080326757	0.455061453	0.012322788	0.117535819	12	0.01308806	0.07049514	0.98691194	0.005554362	2	12.44915184	17.96032962	18.40401187	1.9	49.9	0.794732135	0.205267865	0.094893884	0.905106116	0.169784141	UN
Q8VD65	Pik3r4	1	0.636780798	0.433555127	0.242139822	0.208664797	0.126458698	0.146695115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.242139822	0.208664797	0.084130519	0.493371159	0.007607585	0.079060581	7	0.262547931	0.098826767	0.737452069	0.002232709	2	11.88629298	17.14829594	19.90165118	1.6	80.8	0.861886447	0.138113553	0.087778304	0.912221696	0.634726864	UN
Q8K4X7	Agpat4	1	0.64997755	0.492667178	NA	NA	0.46741726	0.445263754	1	0.632029649	0.208154806	0.422180147	0.206223671	0.358697408	0.192101333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.422180147	0.206223671	0.048595947	0.85279375	2.62E-05	0.24079116	12	0.277602383	0.084001351	0.722397617	0.020328779	2	20.57784778	29.68755895	8397.833778	1.2	649	0.779814848	0.220185152	0.000108888	0.999891112	0.072926209	UN
O35387	Hax1	1	0.921175437	0.714893717	0.42158926	0.253264031	0.162088488	NA	1	0.829571329	0.415356214	0.357364026	0.158667037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.389476643	0.205965534	0.152808196	0.290320336	1.40E-05	0.043990925	11	0.406436541	0.023490242	0.593563459	0.005749017	2	6.544151578	9.441215028	9395.199614	2.7	2123.2	0.868413273	0.131586727	0.000318378	0.999681622	0.152928165	UN
Q8BTI7	Ankrd52	1	0.817208729	0.494193832	0.441747128	0.204385561	0.121949806	0.101917748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.441747128	0.204385561	0.09107893	0.261856727	0.008027437	0.033348206	7	0.363677554	0.055101917	0.636322446	0.00163151	2	10.97948782	15.84005263	17.45999973	2.9	62.9	0.887033709	0.112966291	0.194013592	0.805986408	0.023144137	UN
P25799	Nfkb1	1	0.886220666	0.867033155	0.351648424	0.196709927	0.430496307	0.379063597	1	0.67115878	0.554183259	0.461341077	0.21016812	0.336896984	0.255765053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.40649475	0.203439023	0.051396911	0.341810576	6.33E-07	0.113010141	14	0.048832326	0.064568182	0.951167674	0.011619495	2	19.45642211	28.06968369	392697.5785	2.7	1560.5	0.751528158	0.248471842	5.60E-06	0.999994401	0.103989785	UN
E9QK04	Neo1	1	0.62209403	0.436862717	0.317661407	0.201526084	0.14342674	NA	1	0.633969193	0.189374441	0.19232415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.254992779	0.201526084	0.168457741	0.808902385	0.034292273	0.170948311	10	0.277053259	0.075158529	0.722946741	0.011426661	2	5.936206862	8.564136202	6.108113072	1.1	15.9	0.825536368	0.174463632	0.167083293	0.832916707	0.565601823	UN
P23475	Xrcc6	1	0.541846133	0.355514391	0.336779831	0.201229156	0.150070673	0.131026559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336779831	0.201229156	0.084426875	0.667382833	0.023447392	0.154080672	7	0.433399594	0.086175658	0.566600406	0.00301394	2	11.84456962	17.08810185	9.216885552	1.3	24.8	0.812431506	0.187568494	0.132077102	0.867922898	0.286670412	UN
P59470	Polr3b	1	0.651393637	0.424638258	0.350055599	0.197510674	0.189661667	0.123128334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.350055599	0.197510674	0.082740759	0.478728142	0.02269431	0.120363442	7	0.213336789	0.066177746	0.786663211	0.001279758	2	12.0859418	17.4363283	10.52207022	1.8	24.6	0.79909008	0.20090992	0.158637401	0.841362599	0.238681958	UN
Q9JM13	Rabgef1	1	0.747942802	0.835042599	NA	NA	0.346999053	0.166882486	1	0.670580987	0.524429187	0.417087253	0.19690362	0.438013689	0.24140152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417087253	0.19690362	0.057267519	0.35357783	0.015662731	0.153604261	12	0.431755681	0.038277096	0.568244319	0.01162651	2	17.46190538	25.19220429	21.30791085	2.8	40.1	0.697141788	0.302858212	0.092532697	0.907467303	0.061939385	UN
E9Q6A7	Bptf	1	0.691985291	0.469043691	0.26554877	0.191321173	NA	NA	1	0.641752526	0.36015159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26554877	0.191321173	0.254472919	0.514674369	0.001623774	0.08914304	8	0.396014916	0.014463983	0.603985084	0.001135734	2	3.929691232	5.669346052	92.57543394	1.6	417.4	0.852367555	0.147632445	0.017889517	0.982110483	0.499055899	UN
Q5SXC4	Vezf1	1	0.74023007	0.655281494	NA	NA	0.396780786	0.273701319	1	0.953071046	0.331432799	0.35794996	0.189828098	0.218779034	0.107200772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35794996	0.189828098	0.065219276	0.43235555	0.014389331	0.133185189	12	0.460206739	0.060747461	0.539793261	0.019173999	2	15.33289028	22.12068478	18.13455457	2.1	42.8	0.764499389	0.235500611	0.097505522	0.902494478	0.196543897	UN
Q8BH64	Ehd2	1	0.87228495	0.682567071	0.334342673	0.170157245	NA	NA	1	0.675744957	0.610013584	0.35024501	0.217759721	NA	NA	1	0.729260797	0.470329999	0.376265433	0.176664796	NA	NA	1	0.834495812	0.435578786	0.448137227	0.198899602	0.162709124	0.11979819	0.363255222	0.187782199	0.106020637	0.311573575	0.008979603	0.050193996	22	7.48E-07	0.05588816	0.999999252	0.002696686	2	9.432125938	13.60768132	18.21550424	2.5	61.7	0.861253468	0.138746532	0.151750164	0.848249836	0.176413349	UN
O54692	Zw10	1	0.681744132	0.460960117	0.351929743	0.177943555	0.16890491	0.176283088	1	0.65686104	0.401784258	0.384835568	0.193294333	0.302113274	0.20747064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.368382655	0.185618944	0.070552136	0.427455527	0.001713023	0.087377866	14	0.001336241	0.079906332	0.998663759	0.005072041	2	14.17391524	20.44863722	101.0190873	1.9	395.2	0.830279335	0.169720665	0.019227811	0.980772189	0.15660336	UN
Q8CBM2	Asph	1	0.790525943	0.562600367	NA	NA	0.693588994	0.454569646	1	0.697022943	0.291334657	0.34445987	0.185145407	0.369685753	0.223755359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34445987	0.185145407	0.044107159	0.626485776	1.06E-06	0.216266147	12	0.429791994	0.076226887	0.570208006	0.023091878	2	22.6720565	32.70886348	242499.6673	1.7	842.2	0.74338101	0.25661899	4.89E-06	0.999995107	0.222470794	UN
P11276	Fn1	1	0.918326235	0.484194946	0.487848162	0.195671195	0.277845556	0.111326347	1	0.700080984	0.417787815	0.334160035	0.180579782	0.251400779	0.213282935	1	0.654244405	0.427917976	0.274075449	0.179660136	0.123268044	NA	1	1.253339585	0.365864613	0.536640028	0.18860298	0.271587071	0.10983235	0.411004098	0.184591381	0.081964979	0.388273443	0.014934603	0.092407798	27	0.000199541	0.072620027	0.999800459	0.01431609	2	12.20033248	17.60135917	14.95272838	2.2	38.5	0.807756596	0.192243404	0.139130512	0.860869488	0.04434677	UN
Q922J9	Far1	1	0.844814289	0.70860396	0.420434694	0.295238119	0.150322968	0.156614311	1	0.661789993	0.652549667	NA	NA	NA	NA	1	0.581035481	0.422054636	0.289988252	0.163157572	0.167501754	NA	1	0.832026284	0.300777888	0.355171371	0.177077445	0.169042254	0.12485943	0.355171371	0.177077445	0.088070561	0.364479769	0.010815757	0.070120958	23	5.15E-05	0.065549876	0.999948542	0.007571334	2	11.35453202	16.38112704	17.21861502	2.2	53.2	0.8386543	0.1613457	0.133632267	0.866367733	0.169570821	UN
Q9DBC7	Prkar1a	1	0.729758074	0.585755211	0.330819648	0.177405648	NA	NA	1	0.81399545	0.699504094	0.414976124	0.274555014	0.973157897	0.53700021	1	0.825714667	0.686148493	0.391327379	0.149063153	NA	NA	1	0.944245087	0.599432054	0.506230189	0.173219561	NA	NA	0.403151752	0.175312604	0.057104554	0.360186504	1.01E-06	0.125023734	22	0.017334108	0.09261338	0.982665892	0.027873018	2	17.51173835	25.26409807	255835.9761	2.6	1462.8	0.7423308	0.2576692	8.06E-06	0.999991944	0.037849937	UN
Q9CXT8	Pmpcb	1	0.715163102	0.638309254	0.300154367	0.196598524	NA	NA	1	0.59808606	0.398461519	0.212810565	0.151388631	NA	NA	1	0.752420539	0.249515022	0.268804562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268804562	0.173993578	0.267134295	0.515674577	0.023139344	0.093869423	14	0.415061189	0.021308012	0.584938811	0.008120513	2	3.743435483	5.400635808	8.295877001	1.6	22.1	0.84600058	0.15399942	0.197757351	0.802242649	0.439402255	UN
Q8R0J7	Vps37b	1	0.659296106	0.480388732	0.279532134	0.209041626	NA	NA	1	0.704107448	0.578536515	NA	NA	NA	NA	1	0.839123303	0.461285488	0.301921862	0.136714398	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.290726998	0.172878012	0.247889549	0.375423833	3.73E-05	0.049477915	13	0.395889656	0.006932666	0.604110344	0.002308297	2	4.034054695	5.819910703	3121.917427	2	1670.6	0.883554456	0.116445544	0.000753859	0.999246141	0.35778607	UN
Q921Y2	Imp3	1	0.585327922	0.375073094	NA	NA	NA	NA	1	0.738320545	0.389071178	0.242984052	0.172447497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.242984052	0.172447497	0.271206132	0.545824236	0.000822607	0.082175954	8	0.30999083	0.016570146	0.69000917	0.00107701	2	3.687232258	5.319551693	160.6639607	1.5	832.1	0.869146609	0.130853391	0.009911098	0.990088902	0.53592824	UN
O54743	Foxf2;Foxf1	1	0.610000584	0.473330551	0.272469309	0.170300849	NA	NA	1	NA	NA	0.243971939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.258220624	0.170300849	0.267281708	0.468156817	0.007855062	0.072793611	7	0.415746798	0.010848612	0.584253202	0.000364075	2	3.741370885	5.397657222	18.97973551	1.7	77.1	0.86543386	0.13456614	0.097398524	0.902601476	0.468846575	UN
O55028	Bckdk	1	0.387985314	0.31896286	NA	NA	NA	NA	1	0.790736512	0.297592442	0.362363507	0.168574294	0.288003426	0.132512437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362363507	0.168574294	0.079405472	0.937420537	0.022021325	0.227951558	10	0.206475177	0.092844867	0.793524823	0.012090357	2	12.59359046	18.1687105	9.740580411	1	28.2	0.804395901	0.195604099	0.088094856	0.911905144	0.124918052	UN
P45952	Acadm	1	0.630196467	0.463778908	NA	NA	0.31431453	0.407290409	1	0.699104803	0.216026608	0.522321312	0.159260365	0.308766007	0.177643613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.522321312	0.159260365	0.054368205	0.691444253	4.43E-05	0.174312138	12	0.299895977	0.090487179	0.700104023	0.022705573	2	18.39310303	26.53563853	4548.070537	1.3	819.8	0.798659138	0.201340862	0.000253967	0.999746033	-0.26913511	UN
O35621	Pmm1	1	0.650070875	0.433918936	NA	NA	NA	NA	1	NA	NA	0.279669559	0.154721474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279669559	0.154721474	0.260306875	0.554458817	0.121723736	0.219704402	6	0.462187825	0.007193887	0.537812175	4.38E-05	2	3.841619628	5.542285586	3.62319329	1.6	3.7	0.716204029	0.283795971	0.356513486	0.643486514	0.341082159	UN
P29416	Hexa	1	0.739056266	0.388660161	0.209351624	0.148732476	0.165216079	0.197175551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.209351624	0.148732476	0.0765256	0.563330252	4.02E-06	0.082471201	7	0.221545011	0.133256312	0.778454989	0.002648964	2	13.06752251	18.85244991	31764.21898	1.4	1099	0.872296353	0.127703647	4.87E-05	0.999951251	0.610937004	UN
Q9CWK3	Cd2bp2	1	0.801248428	0.613246834	NA	NA	0.15432711	0.102309993	1	NA	NA	0.318965804	0.145950238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.318965804	0.145950238	0.09085493	0.3462158	0.011403963	0.05085042	8	0.120337923	0.064109812	0.879662077	0.002299397	2	11.00655741	15.87910579	13.74836968	2.2	45.6	0.87193466	0.12806534	0.183183291	0.816816709	0.180426604	UN
Q3UC82	Lig3	1	0.582049226	0.359946276	0.248829932	0.122921574	0.159788773	0.164091204	1	0.932606273	0.363431958	0.404551743	0.157146672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326690837	0.140034123	0.091458002	0.44805311	1.67E-06	0.061395564	12	0.010114712	0.116937487	0.989885288	0.00844668	2	10.93398043	15.77439935	71979.44075	1.7	1393.2	0.879486263	0.120513737	2.73E-05	0.99997273	0.135806433	UN
P48755	Fosl1	1	0.732284499	0.467487257	NA	NA	NA	NA	1	0.599351772	0.51355038	0.292441266	0.109810612	NA	NA	1	0.599897413	0.592836875	0.230301962	0.169806792	NA	NA	1	1.046639874	0.443963223	0.204542834	NA	NA	NA	0.230301962	0.139808702	0.284735984	0.399984697	4.39E-05	0.038283136	17	0.494873105	0.009946399	0.505126895	0.005134461	2	3.512025371	5.066781587	1990.288484	1.9	1619.6	0.912648994	0.087351006	0.001146422	0.998853578	0.48462385	UN
P70428	Ext2	1	0.647613391	0.388642458	0.186166813	0.138623521	NA	NA	1	NA	NA	0.186503258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186335035	0.138623521	0.312616582	0.573177683	2.94E-05	0.061917432	7	0.272459737	0.020533858	0.727540263	0.00047751	2	3.198806648	4.614902488	3320.993689	1.3	1117.6	0.902506836	0.097493164	0.000474125	0.999525875	0.692212211	UN
P05627	Jun	1	NA	NA	0.260480943	0.138426754	NA	NA	1	0.581088748	0.35529603	0.170854993	NA	NA	NA	1	0.72702364	0.260383677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.215667968	0.138426754	0.319721015	0.673349633	0.04624166	0.111922079	10	0.424114401	0.024220907	0.575885599	0.004781976	2	3.127726838	4.512355999	4.355655831	1.2	8.8	0.857473436	0.142526564	0.292365747	0.707634253	0.545308267	UN
Q8VCX5	Micu1	1	0.507040722	0.301094187	0.180132869	0.134345828	0.215614766	0.175072192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.180132869	0.134345828	0.077878957	0.826682777	1.55E-06	0.109786045	7	0.217658973	0.161155977	0.782341027	0.00316233	2	12.8404391	18.52483782	75848.63485	1	757.9	0.882765937	0.117234063	1.41E-05	0.999985921	0.71039154	UN
O35134	Polr1a	1	0.616064603	0.579253466	NA	NA	NA	NA	1	0.713628091	0.467501693	0.287307627	0.149649945	NA	NA	1	0.65657059	0.369267453	0.290954172	0.118964203	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2891309	0.134307074	0.274297151	0.53163424	0.179306341	0.327169077	13	0.346387848	0.006491734	0.653612152	0.002024782	2	3.645681324	5.259606367	3.289038902	1.8	2.9	0.619040739	0.380959261	0.354027727	0.645972273	0.2370625	UN
Q3UFM5	Nom1	1	0.624792121	0.46985085	NA	NA	NA	NA	1	0.720016927	0.274953106	0.275879643	0.130502027	0.13313501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.275879643	0.130502027	0.169353073	0.501039561	0.000993304	0.058664683	9	0.259626711	0.052692276	0.740373289	0.005313017	2	5.904823464	8.518859529	107.3069841	1.5	682.7	0.895186282	0.104813718	0.016649968	0.983350032	0.269607325	UN
Q8C2E4	Ptcd1	1	0.546329604	0.375849635	0.180280509	0.130384141	NA	NA	1	0.623095021	0.229746335	0.157330923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.168805716	0.130384141	0.344575682	0.70028489	1.53E-05	0.07130445	9	0.263383498	0.034167043	0.736616502	0.003475014	2	2.902120063	4.186874224	6061.05888	1.1	919.9	0.907587565	0.092412435	0.000213828	0.999786172	0.760371707	UN
Q9QUJ7-2	Acsl4	1	0.413457594	0.354391015	NA	NA	NA	NA	1	0.494848627	0.320791673	0.132292172	0.123473105	NA	NA	1	0.75828025	0.210028396	0.227750774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.180021473	0.123473105	0.361044181	0.769303972	0.037855897	0.100132244	12	0.220247382	0.036812288	0.779752618	0.008039953	2	2.769744129	3.995896119	4.192475112	1	11	0.884830834	0.115169166	0.274341671	0.725658329	0.668813181	UN
Q8BFZ9	Erlin2	1	0.628197826	0.522962046	NA	NA	0.500618697	0.341581465	1	0.679460569	0.210894264	0.338984006	0.122738144	0.276743141	0.121336397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.338984006	0.122738144	0.060325325	0.692339849	0.001957634	0.154496456	12	0.45562097	0.107926992	0.54437903	0.033856359	2	16.57678602	23.91524699	94.37479927	1.3	348.8	0.817560424	0.182439576	0.012512512	0.987487488	0.032951301	UN
Q3UKC1	Tax1bp1	1	0.616047825	0.388509734	0.218443786	0.115938008	NA	NA	1	0.715657394	0.298751083	0.196326785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.207385286	0.115938008	0.329816503	0.585518804	0.066916113	0.093339751	9	0.384113472	0.016276346	0.615886528	0.002119771	2	3.031988969	4.37423545	3.527799798	1.3	4.4	0.862504861	0.137495139	0.417557966	0.582442034	0.495827108	UN
E9PZ16	Hspg2	1	NA	NA	0.216553183	0.115593634	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0.330371941	0.126025723	NA	NA	NA	NA	1	0.519197056	0.100988838	0.188698678	NA	NA	NA	0.20262593	0.115593634	0.382476635	1.507797806	0.004592626	0.125893344	11	0.218638726	0.093854249	0.781361274	0.016589473	2	2.614538797	3.771982156	17.39132801	0.5	143.7	0.922939324	0.077060676	0.035196323	0.964803677	0.517556512	UN
Q9Z2X8	Keap1	1	0.570883191	0.28445596	0.211332113	0.113560122	NA	NA	1	0.65923965	0.269166181	0.267940521	0.112494468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.239636317	0.113027295	0.308728797	0.87487188	0.145259642	0.273601946	10	0.319607977	0.023462256	0.680392023	0.003869647	2	3.23908884	4.673017407	2.510755734	1.1	2.9	0.761769106	0.238230894	0.346796284	0.653203716	0.33856988	UN
G3UWQ7	Prc1	1	1.05609695	0.531716254	NA	NA	NA	NA	1	0.95546846	0.630191046	NA	NA	NA	NA	1	0.682390008	0.616826786	0.285471887	0.110375177	0.117178808	NA	1	1.142717997	0.454921841	0.334570757	NA	NA	NA	0.310021322	0.110375177	0.178220339	0.32192507	4.28E-06	0.028953792	16	0.125243739	0.024090492	0.874756261	0.007254418	2	5.611031845	8.095007817	19296.6852	2.3	2022.8	0.917482084	0.082517916	0.000147693	0.999852307	0.069179195	UN
Q9CYD3	Crtap	1	0.535709607	0.231304819	0.165404434	0.103477503	NA	NA	1	0.567815359	0.197408508	0.181943928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.173674181	0.103477503	0.372867937	0.958467235	0.080329853	0.142463156	9	0.24490688	0.042659852	0.75509312	0.004154777	2	2.681914696	3.869185032	2.519212058	0.9	4.1	0.87059749	0.12940251	0.36055823	0.63944177	0.616373732	UN
E9Q668	Sema3a	1	NA	NA	0.169214518	0.101668055	NA	NA	1	0.375816202	0.133326924	NA	NA	NA	NA	1	0.479314016	0.108462528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.169214518	0.101668055	0.395348292	1.342823664	0.003120898	0.092487539	9	0.306832739	0.100765438	0.693167261	0.011268551	2	2.529415251	3.64917484	21.34374279	0.6	212.2	0.935562727	0.064437273	0.032642495	0.967357505	0.633566964	UN
P20152	Vim	1	0.889376351	0.928816267	0.801735663	0.922249697	0.943640588	0.855426646	1	0.977470565	0.960395293	0.963368372	0.965490416	1.011771194	1.077565567	1	0.677532101	0.667077637	0.60755541	0.674975158	0.747839655	0.859774453	1	0.732436561	0.540776508	0.565737443	0.514131089	0.584444251	0.650677952	0.704645536	0.798612427	0.009704222	0.814896134	6.92E-08	1.193649502	28	0.121988551	0.014410411	0.878011449	0.007689343	2	103.0479336	148.6667428	8593781.711	4000	352.9	0.405714523	0.594285477	5.79E-08	0.999999942	0.237620627	NED
P32233	Drg1	1	0.925488417	0.885884921	0.71933912	0.768324923	0.704710565	0.532719155	1	0.839660887	0.783296827	0.660979221	0.762105627	0.715062184	0.682063486	1	0.971227378	0.643152719	NA	NA	0.815822188	0.753363138	NA	NA	NA	NA	NA	NA	NA	0.690159171	0.765215275	0.016147521	0.269505674	0.003877755	0.55377286	19	0.061050311	0.005782098	0.938949689	0.001849063	2	61.92900943	89.34467479	174.6767076	105.7	178.2	0.327356614	0.672643386	0.006953736	0.993046264	0.237033986	NED
P53810	Pitpna	1	0.649532865	0.599719947	NA	NA	NA	NA	1	0.676946281	0.924877122	0.637736033	0.751296386	NA	NA	1	0.786387115	0.806966308	NA	NA	0.645883473	0.5250059	1	NA	NA	NA	NA	0.5904564	0.452101255	0.637736033	0.751296386	0.025688439	4.98572055	0.012819811	2.085276401	16	0.045090421	0.008909855	0.954909579	0.00203325	2	38.92801792	56.16125841	23.145316	31.3	53.7	0.705094428	0.294905572	0.006110211	0.993889789	0.306853298	NED
P10518	Alad	1	NA	NA	NA	NA	0.687489904	0.805131632	1	0.821224081	0.903728441	0.707715676	0.838205933	0.731862006	0.790729993	1	0.825962141	0.696795142	0.720095988	0.672979575	0.784565757	0.753077427	1	0.816555371	0.800730362	0.580155786	0.749973356	0.603254804	0.728109877	0.707715676	0.749973356	0.013088935	0.360686616	1.67E-05	0.609445235	24	0.000439	0.007981875	0.999561	0.00144855	2	76.40040781	110.2224895	37581.72605	4000	731.6	0.371791335	0.628208665	2.74E-05	0.999972572	0.201854054	NED
P62908	Rps3	1	0.713390818	0.825685031	0.679087699	0.740203765	0.66023111	0.636316794	1	0.714413289	0.77534803	0.720294912	0.772031781	0.535161311	0.550897967	1	0.668041996	0.677257279	0.636100141	0.712317317	0.676831328	0.721053699	1	0.792768236	0.55895769	0.676158204	0.554350835	0.639840726	0.583447783	0.677622952	0.726260541	0.020801575	1.209479568	0.004023758	1.078924018	28	1.81E-05	0.011995294	0.999981921	0.001782923	2	48.07328336	69.3550875	117.6096679	81.7	171.8	0.528525464	0.471474536	0.003715561	0.996284439	0.229241035	NED
D3YTQ9	Rps15	1	NA	NA	0.645593328	0.752065063	0.821187454	1.094520799	1	0.556058958	0.672241448	0.561167532	0.722095342	0.556190407	0.887288799	1	0.661276436	0.600469446	0.668156565	0.560961906	0.686278614	0.799162357	NA	NA	NA	NA	NA	NA	NA	0.645593328	0.722095342	0.010921954	4.706501673	7.49E-07	1.644209899	19	0.016836343	0.022356681	0.983163657	0.005398705	2	91.55870947	132.0912961	345647.4723	4000	111.3	0.741098319	0.258901681	4.56E-07	0.999999544	0.274786449	NED
Q8R0A0	Gtf2f2	1	NA	NA	0.580303313	0.681277002	NA	NA	1	0.78080736	0.712193528	0.651773739	0.752233591	0.577483526	0.557902689	1	NA	NA	NA	NA	0.573896278	0.481642719	NA	NA	NA	NA	NA	NA	NA	0.616038526	0.716755296	0.025645977	0.550960094	0.008966025	0.692765705	13	0.017019788	0.008356843	0.982980212	0.000909663	2	38.99247097	56.2542445	62.92837858	35.9	76.7	0.44299161	0.55700839	0.012776998	0.987223002	0.317935383	NED
