A0A067XG53	ENSMUSP00000111098
Q7TN98-4	ENSMUSP00000020543
Q7TNC4-2	ENSMUSP00000055254
Q7TND5	ENSMUSP00000029838
Q7TNE3	ENSMUSP00000018431
Q7TNL7	ENSMUSP00000019701
Q7TNP2	ENSMUSP00000133404
Q7TNV0	ENSMUSP00000021807
Q7TPD0	ENSMUSP00000029542
Q7TPD1-2	ENSMUSP00000005504
Q7TPD2	ENSMUSP00000058333
Q7TPE5	ENSMUSP00000039029
Q7TPM9	ENSMUSP00000032736
Q7TPQ3-2	ENSMUSP00000039422
Q7TPR4	ENSMUSP00000021554
Q7TPV2-2	ENSMUSP00000113344
Q7TPV4	ENSMUSP00000044827
Q7TQ95	ENSMUSP00000066891
Q7TQH0-2	ENSMUSP00000035415
Q7TQI3	ENSMUSP00000025679
Q7TQK1	ENSMUSP00000036277
Q7TQK4	ENSMUSP00000030003
Q7TS74	ENSMUSP00000056145
Q7TSC1	ENSMUSP00000025253
Q7TSE6	ENSMUSP00000001675
Q7TSE6	ENSMUSP00000107271
Q7TSG2	ENSMUSP00000038938
Q7TSJ2	ENSMUSP00000064787
Q7TSV4	ENSMUSP00000084582
Q7TSY8	ENSMUSP00000027202
Q7TSZ8	ENSMUSP00000001975
Q7TT00	ENSMUSP00000143750
Q7TT37	ENSMUSP00000030140
Q80SW1	ENSMUSP00000029490
Q80SY4	ENSMUSP00000054428
Q80SY5	ENSMUSP00000029480
Q80T06	ENSMUSP00000087110
Q80TE0	ENSMUSP00000037275
Q80TF6	ENSMUSP00000136055
Q80TL7-2	ENSMUSP00000073462
Q80TM9	ENSMUSP00000022469
Q80TR8-4	ENSMUSP00000125730
Q80U22-2	ENSMUSP00000038379
Q80U35	ENSMUSP00000102647
Q80U44	ENSMUSP00000022217
Q80U56	ENSMUSP00000031805
Q80U72	ENSMUSP00000002603
Q80U78-3	ENSMUSP00000143996
Q80U87	ENSMUSP00000106046
Q80U93	ENSMUSP00000066492
Q80U95	ENSMUSP00000045998
Q80UJ7	ENSMUSP00000042070
Q80UK0	ENSMUSP00000099720
Q80UK7-2	ENSMUSP00000143233
Q80UK8	ENSMUSP00000018212
Q80UM7	ENSMUSP00000032114
Q80UU9	ENSMUSP00000056643
Q80UW8	ENSMUSP00000004786
Q80UY1	ENSMUSP00000025632
Q80UY2	ENSMUSP00000064410
Q80UZ2-2	ENSMUSP00000031364
Q80V24	ENSMUSP00000032459
Q80V26	ENSMUSP00000082013
Q80V53	ENSMUSP00000099579
Q80VD1	ENSMUSP00000028825
Q80VI1	ENSMUSP00000058109
Q80VJ3	ENSMUSP00000045283
Q80VY9	ENSMUSP00000104167
Q80W00-2	ENSMUSP00000084460
Q80W47	ENSMUSP00000045201
Q80W68	ENSMUSP00000103243
Q80WC3	ENSMUSP00000117651
Q80WC7-2	ENSMUSP00000098112
Q80WE4-3	ENSMUSP00000084599
Q80WJ7	ENSMUSP00000022865
Q80WQ2	ENSMUSP00000034190
Q80WQ6	ENSMUSP00000099317
Q80WS3	ENSMUSP00000128889
Q80WT5-2	ENSMUSP00000121612
Q80WW9	ENSMUSP00000086988
Q80X32	ENSMUSP00000055271
Q80X41-2	ENSMUSP00000021539
Q80X50-2	ENSMUSP00000066138
Q80X82	ENSMUSP00000023882
Q80X85	ENSMUSP00000053033
Q80X90	ENSMUSP00000052020
Q80X95	ENSMUSP00000088591
Q80X98	ENSMUSP00000047865
Q80XC2	ENSMUSP00000082011
Q80XI4	ENSMUSP00000018691
Q80XJ3	ENSMUSP00000136116
Q80XP8	ENSMUSP00000062642
Q80XQ2	ENSMUSP00000024717
Q80XU2	ENSMUSP00000090237
Q80Y14	ENSMUSP00000021522
Q80Y17	ENSMUSP00000060749
Q80Y19	ENSMUSP00000099604
Q80Y19	ENSMUSP00000106574
Q80Y44	ENSMUSP00000065198
Q80Y81-2	ENSMUSP00000071788
Q80Y86	ENSMUSP00000087098
Q80Y98	ENSMUSP00000033975
Q80YD1	ENSMUSP00000020273
Q80YQ2	ENSMUSP00000090316
Q80YR5	ENSMUSP00000074953
Q80ZK9	ENSMUSP00000040647
Q80ZP8	ENSMUSP00000124562
Q80ZX0	ENSMUSP00000001079
Q810A3	ENSMUSP00000085413
Q810A7	ENSMUSP00000021046
Q810B6	ENSMUSP00000118751
Q810D6	ENSMUSP00000103351
Q810V0	ENSMUSP00000032735
Q811U4	ENSMUSP00000088801
Q8BFQ4	ENSMUSP00000020490
Q8BFR4	ENSMUSP00000043167
Q8BFR5	ENSMUSP00000095656
Q8BFS6	ENSMUSP00000089104
Q8BFS6	ENSMUSP00000093992
Q8BFS6	ENSMUSP00000112587
Q8BFU3-3	ENSMUSP00000060941
Q8BFV2	ENSMUSP00000133204
Q8BFW7	ENSMUSP00000036304
Q8BFX1	ENSMUSP00000091703
Q8BFY6	ENSMUSP00000030563
Q8BFY9-2	ENSMUSP00000105028
Q8BFZ3	ENSMUSP00000052086
Q8BFZ9	ENSMUSP00000033873
Q8BG05	ENSMUSP00000088298
Q8BG15-2	ENSMUSP00000047543
Q8BG15-2	ENSMUSP00000106207
Q8BG30	ENSMUSP00000030993
Q8BG32	ENSMUSP00000017572
Q8BG48	ENSMUSP00000027263
Q8BG51-2	ENSMUSP00000076664
Q8BG67	ENSMUSP00000134385
Q8BG81	ENSMUSP00000054548
Q8BGA5	ENSMUSP00000125746
Q8BGB7	ENSMUSP00000031268
Q8BGD9	ENSMUSP00000127774
Q8BGH2	ENSMUSP00000023071
Q8BGJ5	ENSMUSP00000126192
Q8BGQ6	ENSMUSP00000074025
Q8BGQ7	ENSMUSP00000034441
Q8BGR2	ENSMUSP00000057293
Q8BGS0-2	ENSMUSP00000033983
Q8BGS2	ENSMUSP00000114873
Q8BGT5	ENSMUSP00000034136
Q8BGT7	ENSMUSP00000025997
Q8BGW1-2	ENSMUSP00000068380
Q8BH04	ENSMUSP00000038555
Q8BH15-2	ENSMUSP00000064840
Q8BH40	ENSMUSP00000020174
Q8BH43	ENSMUSP00000081263
Q8BH57-2	ENSMUSP00000042509
Q8BH59	ENSMUSP00000122103
Q8BH64	ENSMUSP00000096397
Q8BH69	ENSMUSP00000027973
Q8BH74	ENSMUSP00000063590
Q8BH86	ENSMUSP00000105700
Q8BH93	ENSMUSP00000127475
Q8BH95	ENSMUSP00000026538
Q8BHB4	ENSMUSP00000060613
Q8BHC4	ENSMUSP00000021313
Q8BHC7	ENSMUSP00000027322
Q8BHE0	ENSMUSP00000060803
Q8BHF7	ENSMUSP00000121973
Q8BHG1	ENSMUSP00000102255
Q8BHG9	ENSMUSP00000065845
Q8BHJ5	ENSMUSP00000067164
Q8BHJ9	ENSMUSP00000020681
Q8BHK9	ENSMUSP00000050592
Q8BHL8	ENSMUSP00000041184
Q8BHL8	ENSMUSP00000105495
Q8BHN0	ENSMUSP00000029355
Q8BHN3	ENSMUSP00000093965
Q8BHS3	ENSMUSP00000025506
Q8BHX1	ENSMUSP00000035826
Q8BHX3	ENSMUSP00000030690
Q8BHY2	ENSMUSP00000038263
Q8BI72	ENSMUSP00000043713
Q8BI84	ENSMUSP00000104786
Q8BIA4	ENSMUSP00000047012
Q8BIJ6	ENSMUSP00000027921
Q8BIJ7	ENSMUSP00000020643
Q8BIP0	ENSMUSP00000041851
Q8BIQ5	ENSMUSP00000033609
Q8BIW9	ENSMUSP00000043896
Q8BJ05	ENSMUSP00000105732
Q8BJ34-3	ENSMUSP00000087770
Q8BJ71	ENSMUSP00000078878
Q8BJH1	ENSMUSP00000054734
Q8BJL1	ENSMUSP00000068230
Q8BJM5	ENSMUSP00000136503
Q8BJM7	ENSMUSP00000037173
Q8BJS4-2	ENSMUSP00000047864
Q8BJS8	ENSMUSP00000022998
Q8BJU0-2	ENSMUSP00000005067
Q8BJW5	ENSMUSP00000018577
Q8BJW6	ENSMUSP00000029387
Q8BJY1	ENSMUSP00000028225
Q8BJZ0	ENSMUSP00000106263
Q8BJZ4	ENSMUSP00000048348
Q8BK35	ENSMUSP00000043981
Q8BK63-2	ENSMUSP00000131687
Q8BK64	ENSMUSP00000021425
Q8BK67	ENSMUSP00000038144
Q8BK72	ENSMUSP00000062326
Q8BKC5	ENSMUSP00000032898
Q8BKC8-2	ENSMUSP00000121965
Q8BKE6	ENSMUSP00000050823
Q8BKF1	ENSMUSP00000020580
Q8BKG3	ENSMUSP00000043703
Q8BKH7-2	ENSMUSP00000108751
Q8BKI2	ENSMUSP00000064336
Q8BKT7	ENSMUSP00000045580
Q8BKX1	ENSMUSP00000026436
Q8BKZ9	ENSMUSP00000011058
Q8BL66	ENSMUSP00000061493
Q8BL97-3	ENSMUSP00000070983
Q8BLD4	ENSMUSP00000081142
Q8BLF1	ENSMUSP00000045864
Q8BLG0-2	ENSMUSP00000043138
Q8BLH7	ENSMUSP00000035535
Q8BLU0	ENSMUSP00000062171
Q8BLY2	ENSMUSP00000032728
Q8BM39	ENSMUSP00000041428
Q8BM55	ENSMUSP00000144615
Q8BM72	ENSMUSP00000048817
Q8BM75	ENSMUSP00000020106
Q8BMA6	ENSMUSP00000021133
Q8BMC4	ENSMUSP00000019441
Q8BMD8	ENSMUSP00000029477
Q8BMF4	ENSMUSP00000034567
Q8BMG7	ENSMUSP00000066325
Q8BMJ2	ENSMUSP00000095197
Q8BMJ3	ENSMUSP00000084387
Q8BMK4	ENSMUSP00000050336
Q8BML1	ENSMUSP00000047639
Q8BML9	ENSMUSP00000006838
Q8BMP6	ENSMUSP00000027780
Q8BMQ2	ENSMUSP00000042265
Q8BMS1	ENSMUSP00000120976
Q8BNJ2	ENSMUSP00000106947
Q8BNU0	ENSMUSP00000019679
Q8BP00-2	ENSMUSP00000023535
Q8BP27-2	ENSMUSP00000096954
Q8BP43	ENSMUSP00000034928
Q8BP47	ENSMUSP00000025483
Q8BP48	ENSMUSP00000029804
Q8BP67	ENSMUSP00000023269
Q8BP71	ENSMUSP00000130739
Q8BP92	ENSMUSP00000109915
Q8BPG6	ENSMUSP00000126036
Q8BPM2-2	ENSMUSP00000047812
Q8BPY9	ENSMUSP00000036932
Q8BPY9	ENSMUSP00000105290
Q8BPY9	ENSMUSP00000126340
Q8BPY9	ENSMUSP00000127489
Q8BQ30	ENSMUSP00000109445
Q8BQ30	ENSMUSP00000115753
Q8BQ30	ENSMUSP00000116100
Q8BQ30	ENSMUSP00000120343
Q8BQ30	ENSMUSP00000141094
Q8BQ33	ENSMUSP00000041377
Q8BQ47	ENSMUSP00000106559
Q8BQM4	ENSMUSP00000034079
Q8BR63	ENSMUSP00000137299
Q8BR92	ENSMUSP00000099968
Q8BR92	ENSMUSP00000099969
Q8BRB7-2	ENSMUSP00000066693
Q8BRF7	ENSMUSP00000021335
Q8BRG8-3	ENSMUSP00000110813
Q8BRH0	ENSMUSP00000061470
Q8BRT1	ENSMUSP00000128460
Q8BS74	ENSMUSP00000066162
Q8BSE0	ENSMUSP00000044543
Q8BSF4	ENSMUSP00000051438
Q8BSK8-2	ENSMUSP00000119715
Q8BT07	ENSMUSP00000093802
Q8BT60	ENSMUSP00000029885
Q8BTI7	ENSMUSP00000014642
Q8BTI8-3	ENSMUSP00000139842
Q8BTI9	ENSMUSP00000035037
Q8BTS3	ENSMUSP00000031238
Q8BTS3	ENSMUSP00000098521
Q8BTS4	ENSMUSP00000046540
Q8BTT6	ENSMUSP00000082691
Q8BTU1	ENSMUSP00000034249
Q8BTV2-2	ENSMUSP00000038958
Q8BTW9	ENSMUSP00000040486
Q8BTY2	ENSMUSP00000058313
Q8BTZ4-2	ENSMUSP00000083393
Q8BTZ7	ENSMUSP00000036898
Q8BTZ7	ENSMUSP00000107914
Q8BU03	ENSMUSP00000045812
Q8BU11	ENSMUSP00000022766
Q8BU14	ENSMUSP00000029256
Q8BU30	ENSMUSP00000048096
Q8BU31	ENSMUSP00000058391
Q8BU33	ENSMUSP00000101023
Q8BU85	ENSMUSP00000089781
Q8BU88	ENSMUSP00000020820
Q8BUE4	ENSMUSP00000070054
Q8BUE4	ENSMUSP00000078998
Q8BUE4	ENSMUSP00000097297
Q8BUE4	ENSMUSP00000101095
Q8BUI3	ENSMUSP00000006301
Q8BUK6	ENSMUSP00000046788
Q8BUN5	ENSMUSP00000034973
Q8BUR3-2	ENSMUSP00000035746
Q8BUR3-2	ENSMUSP00000101917
Q8BUR4	ENSMUSP00000081531
Q8BUU7	ENSMUSP00000028636
Q8BUU7	ENSMUSP00000092186
Q8BUV3	ENSMUSP00000106018
Q8BV13	ENSMUSP00000027446
Q8BVE3	ENSMUSP00000040756
Q8BVE8	ENSMUSP00000067205
Q8BVF2	ENSMUSP00000027247
Q8BVL3	ENSMUSP00000031029
Q8BVQ5	ENSMUSP00000032963
Q8BVU0	ENSMUSP00000130708
Q8BVU5	ENSMUSP00000031250
Q8BVY0	ENSMUSP00000113431
Q8BW10	ENSMUSP00000003946
Q8BW72	ENSMUSP00000095524
Q8BW72	ENSMUSP00000102011
Q8BW72	ENSMUSP00000102014
Q8BWM0	ENSMUSP00000028162
Q8BWQ6	ENSMUSP00000051263
Q8BWT1	ENSMUSP00000037348
Q8BWT5	ENSMUSP00000101057
Q8BWW3	ENSMUSP00000070871
Q8BWW9-2	ENSMUSP00000039566
Q8BWY3	ENSMUSP00000025218
Q8BWY9	ENSMUSP00000044714
Q8BWZ3-2	ENSMUSP00000038977
Q8BX02	ENSMUSP00000034717
Q8BX10-2	ENSMUSP00000108124
Q8BX17	ENSMUSP00000131842
Q8BX70-2	ENSMUSP00000077040
Q8BX94	ENSMUSP00000046538
Q8BXA5	ENSMUSP00000022102
Q8BXC6	ENSMUSP00000124819
Q8BXL7	ENSMUSP00000104436
Q8BXZ1	ENSMUSP00000025515
Q8BY02	ENSMUSP00000061546
Q8BY71	ENSMUSP00000107750
Q8BY87	ENSMUSP00000102264
Q8BY89-2	ENSMUSP00000034697
Q8BYA0	ENSMUSP00000099302
Q8BYB9	ENSMUSP00000038166
Q8BYC6	ENSMUSP00000090565
Q8BYC6	ENSMUSP00000107609
Q8BYC6	ENSMUSP00000136750
Q8BYK6-3	ENSMUSP00000103983
Q8BYL4	ENSMUSP00000055277
Q8BYN2	ENSMUSP00000044049
Q8BYU6	ENSMUSP00000050817
Q8BYW9	ENSMUSP00000061610
Q8BYY4	ENSMUSP00000099887
Q8BZ20	ENSMUSP00000039704
Q8BZA9	ENSMUSP00000048643
Q8BZM1	ENSMUSP00000077168
Q8BZQ7	ENSMUSP00000028341
Q8BZW8	ENSMUSP00000071370
Q8BZX4-2	ENSMUSP00000074196
Q8C006	ENSMUSP00000022623
Q8C052	ENSMUSP00000019405
Q8C078-2	ENSMUSP00000107297
Q8C079-4	ENSMUSP00000068587
Q8C0D5	ENSMUSP00000046046
Q8C0E2	ENSMUSP00000034470
Q8C0E3	ENSMUSP00000021120
Q8C0I1	ENSMUSP00000041967
Q8C0N2	ENSMUSP00000031255
Q8C0P0	ENSMUSP00000028119
Q8C0R0-2	ENSMUSP00000035445
Q8C0R0-2	ENSMUSP00000140670
Q8C0T5-2	ENSMUSP00000061014
Q8C0T5-2	ENSMUSP00000131030
Q8C0V9	ENSMUSP00000052202
Q8C0Z1	ENSMUSP00000110639
Q8C129	ENSMUSP00000036998
Q8C145	ENSMUSP00000064667
Q8C156	ENSMUSP00000106017
Q8C166	ENSMUSP00000105236
Q8C167-2	ENSMUSP00000130967
Q8C181-4	ENSMUSP00000085763
Q8C1A5	ENSMUSP00000005057
Q8C1B1	ENSMUSP00000041920
Q8C1Q6	ENSMUSP00000067418
Q8C1Y8	ENSMUSP00000031621
Q8C253	ENSMUSP00000114350
Q8C263	ENSMUSP00000022536
Q8C2E4	ENSMUSP00000031628
Q8C2E7	ENSMUSP00000022976
Q8C2Q3	ENSMUSP00000006625
Q8C2Q8	ENSMUSP00000110547
Q8C3I8	ENSMUSP00000023213
Q8C3R1	ENSMUSP00000098074
Q8C3V4	ENSMUSP00000141132
Q8C3X2	ENSMUSP00000032842
Q8C3X8	ENSMUSP00000023283
Q8C3Y4	ENSMUSP00000031366
Q8C407	ENSMUSP00000024873
Q8C4B4	ENSMUSP00000055475
Q8C4J7	ENSMUSP00000120911
Q8C547	ENSMUSP00000094882
Q8C570	ENSMUSP00000029013
Q8C5L3-3	ENSMUSP00000100902
Q8C5L7	ENSMUSP00000048450
Q8C5N3-2	ENSMUSP00000064947
Q8C5P5-2	ENSMUSP00000047126
Q8C5Q4	ENSMUSP00000077972
Q8C5R8	ENSMUSP00000133931
Q8C5X1	ENSMUSP00000082730
Q8C6B9	ENSMUSP00000061167
Q8C6E0	ENSMUSP00000020754
Q8C6G8	ENSMUSP00000124592
Q8C761	ENSMUSP00000047334
Q8C788	ENSMUSP00000104864
Q8C7E9	ENSMUSP00000093831
Q8C7K6	ENSMUSP00000025472
Q8C7R4	ENSMUSP00000035328
Q8C7V3	ENSMUSP00000048204
Q8C7X2-2	ENSMUSP00000080888
Q8C845	ENSMUSP00000044502
Q8C854	ENSMUSP00000123088
Q8C863	ENSMUSP00000029126
Q8C878	ENSMUSP00000086701
Q8C898	ENSMUSP00000091224
Q8C8M1	ENSMUSP00000050952
Q8C8M1	ENSMUSP00000107187
Q8C8M1	ENSMUSP00000107188
Q8C8U0	ENSMUSP00000107250
Q8C9B9	ENSMUSP00000084794
Q8C9S4	ENSMUSP00000075454
Q8CAQ8-2	ENSMUSP00000066181
Q8CAS9-2	ENSMUSP00000110528
Q8CAY6	ENSMUSP00000007005
Q8CB44	ENSMUSP00000086321
Q8CB77	ENSMUSP00000030427
Q8CBM2	ENSMUSP00000077273
Q8CBR6	ENSMUSP00000091713
Q8CBR6	ENSMUSP00000127242
Q8CBR6	ENSMUSP00000128431
Q8CBR6	ENSMUSP00000130917
Q8CBR6	ENSMUSP00000131789
Q8CBR6	ENSMUSP00000137437
Q8CBW3-5	ENSMUSP00000118491
Q8CBY8-2	ENSMUSP00000025505
Q8CC88-2	ENSMUSP00000048925
Q8CCB4	ENSMUSP00000061317
Q8CCB4	ENSMUSP00000104057
Q8CCF0-3	ENSMUSP00000008517
Q8CCH2	ENSMUSP00000055295
Q8CCH7	ENSMUSP00000051335
Q8CCJ3	ENSMUSP00000100059
Q8CD10	ENSMUSP00000022543
Q8CD15	ENSMUSP00000023407
Q8CDA1	ENSMUSP00000045910
Q8CDG3	ENSMUSP00000051248
Q8CDJ8	ENSMUSP00000067027
Q8CDM8	ENSMUSP00000048903
Q8CDN6	ENSMUSP00000025476
Q8CE33	ENSMUSP00000054963
Q8CE46	ENSMUSP00000044075
Q8CE96	ENSMUSP00000044687
Q8CEC0-3	ENSMUSP00000048101
Q8CFB8	ENSMUSP00000108098
Q8CFD4	ENSMUSP00000031539
Q8CFE2	ENSMUSP00000047235
Q8CFE6	ENSMUSP00000023099
Q8CFI0-3	ENSMUSP00000132838
Q8CFI7	ENSMUSP00000031167
Q8CFQ9	ENSMUSP00000101858
Q8CFV9	ENSMUSP00000025617
Q8CFX1	ENSMUSP00000030830
Q8CG19	ENSMUSP00000001927
Q8CG19	ENSMUSP00000108133
Q8CG19	ENSMUSP00000108135
Q8CG46-2	ENSMUSP00000084837
Q8CG48	ENSMUSP00000099979
Q8CG76	ENSMUSP00000073459
Q8CGA0	ENSMUSP00000027373
Q8CGB3	ENSMUSP00000062047
Q8CGC4	ENSMUSP00000055036
Q8CGC6	ENSMUSP00000007993
Q8CGC7	ENSMUSP00000045841
Q8CGF7-2	ENSMUSP00000025375
Q8CGK3	ENSMUSP00000041814
Q8CGN4-2	ENSMUSP00000111175
Q8CGP6	ENSMUSP00000089336
Q8CGY8-2	ENSMUSP00000045409
Q8CGZ0	ENSMUSP00000078469
Q8CH02	ENSMUSP00000011450
Q8CH18-3	ENSMUSP00000020268
Q8CH25-2	ENSMUSP00000049112
Q8CH72	ENSMUSP00000062277
Q8CH77	ENSMUSP00000043803
Q8CHC4	ENSMUSP00000113308
Q8CHH9	ENSMUSP00000113038
Q8CHI8-3	ENSMUSP00000049038
Q8CHP8	ENSMUSP00000052866
Q8CHR1	ENSMUSP00000021271
Q8CHT0	ENSMUSP00000043821
Q8CHT3	ENSMUSP00000093968
Q8CHW4	ENSMUSP00000003320
Q8CHY6	ENSMUSP00000070229
Q8CI08	ENSMUSP00000115871
Q8CI11	ENSMUSP00000047119
Q8CI33-2	ENSMUSP00000026218
Q8CI43	ENSMUSP00000026428
Q8CI51	ENSMUSP00000142737
Q8CI59	ENSMUSP00000108262
Q8CI70	ENSMUSP00000048042
Q8CI71	ENSMUSP00000001412
Q8CI94	ENSMUSP00000035743
Q8CI95	ENSMUSP00000039632
Q8CIB5	ENSMUSP00000044554
Q8CIC2	ENSMUSP00000062766
Q8CIE4	ENSMUSP00000075110
Q8CIE6	ENSMUSP00000027833
Q8CIG8	ENSMUSP00000023873
Q8CIH9	ENSMUSP00000120632
Q8CII2	ENSMUSP00000043033
Q8CIM8	ENSMUSP00000026126
Q8CIN4	ENSMUSP00000023467
Q8CIV8	ENSMUSP00000047880
Q8CJ26	ENSMUSP00000035069
Q8CJ40-2	ENSMUSP00000037679
Q8CJ40-2	ENSMUSP00000095425
Q8CJ40-2	ENSMUSP00000099549
Q8CJ40-2	ENSMUSP00000126543
Q8CJ53-4	ENSMUSP00000019631
Q8CJF7	ENSMUSP00000027768
Q8CJG0	ENSMUSP00000042207
Q8JZK9	ENSMUSP00000136944
Q8JZM7	ENSMUSP00000018337
Q8JZN5	ENSMUSP00000011492
Q8JZN7	ENSMUSP00000044639
Q8JZQ2	ENSMUSP00000025408
Q8JZQ9	ENSMUSP00000098076
Q8JZR0	ENSMUSP00000046585
Q8JZS9	ENSMUSP00000116090
Q8JZU2	ENSMUSP00000003622
Q8JZV7	ENSMUSP00000036141
Q8JZX4	ENSMUSP00000041831
Q8K009	ENSMUSP00000020497
Q8K019-2	ENSMUSP00000043583
Q8K021	ENSMUSP00000022197
Q8K094	ENSMUSP00000039205
Q8K0C1	ENSMUSP00000035989
Q8K0C4	ENSMUSP00000001507
Q8K0C9	ENSMUSP00000036696
Q8K0D0	ENSMUSP00000070355
Q8K0D5	ENSMUSP00000076503
Q8K0H5	ENSMUSP00000118105
Q8K0V4	ENSMUSP00000039098
Q8K0Z7	ENSMUSP00000002048
Q8K124	ENSMUSP00000063677
Q8K183	ENSMUSP00000038540
Q8K1A6	ENSMUSP00000046449
Q8K1C9	ENSMUSP00000030471
Q8K1J5	ENSMUSP00000037890
Q8K1J6	ENSMUSP00000060900
Q8K1K4	ENSMUSP00000079851
Q8K1M3	ENSMUSP00000035220
Q8K1M6-3	ENSMUSP00000111415
Q8K1N2	ENSMUSP00000075672
Q8K1N4	ENSMUSP00000070549
Q8K1R3	ENSMUSP00000020756
Q8K1R7	ENSMUSP00000049056
Q8K1S3-2	ENSMUSP00000077080
Q8K1X1	ENSMUSP00000081567
Q8K202-3	ENSMUSP00000029999
Q8K212	ENSMUSP00000025786
Q8K215	ENSMUSP00000060779
Q8K224	ENSMUSP00000028608
Q8K268	ENSMUSP00000003319
Q8K284	ENSMUSP00000056719
Q8K297	ENSMUSP00000047923
Q8K298	ENSMUSP00000045873
Q8K2A7	ENSMUSP00000069908
Q8K2B3	ENSMUSP00000022062
Q8K2C7-2	ENSMUSP00000128914
Q8K2D3	ENSMUSP00000049146
Q8K2F8	ENSMUSP00000082723
Q8K2H2	ENSMUSP00000113553
Q8K2I1	ENSMUSP00000120713
Q8K2J0	ENSMUSP00000099366
Q8K2M0-2	ENSMUSP00000102047
Q8K2Q0	ENSMUSP00000028584
Q8K2Q7	ENSMUSP00000061345
Q8K2T8	ENSMUSP00000003529
Q8K2V6	ENSMUSP00000140046
Q8K2X3	ENSMUSP00000040944
Q8K2Y9-2	ENSMUSP00000000388
Q8K2Z4	ENSMUSP00000042260
Q8K301	ENSMUSP00000048802
Q8K305	ENSMUSP00000077380
Q8K310	ENSMUSP00000125761
Q8K327	ENSMUSP00000057270
Q8K339	ENSMUSP00000043614
Q8K354	ENSMUSP00000047712
Q8K363	ENSMUSP00000001724
Q8K371	ENSMUSP00000035121
Q8K371	ENSMUSP00000121113
Q8K387-2	ENSMUSP00000067109
Q8K389	ENSMUSP00000119891
Q8K3A9	ENSMUSP00000031740
Q8K3C3	ENSMUSP00000030842
Q8K3D3-2	ENSMUSP00000139369
Q8K3J1	ENSMUSP00000074600
Q8K3K8	ENSMUSP00000027986
Q8K3W0	ENSMUSP00000069133
Q8K3W3	ENSMUSP00000017384
Q8K3X4	ENSMUSP00000041070
Q8K411-2	ENSMUSP00000021611
Q8K4E0	ENSMUSP00000071904
Q8K4F6	ENSMUSP00000000940
Q8K4L0	ENSMUSP00000031598
Q8K4Q0	ENSMUSP00000026671
Q8K4R9	ENSMUSP00000040416
Q8K4X7	ENSMUSP00000024594
Q8K4Z3	ENSMUSP00000029708
Q8K4Z5	ENSMUSP00000002198
Q8K5B2	ENSMUSP00000024963
Q8N7N5	ENSMUSP00000073778
Q8QZR4	ENSMUSP00000034512
Q8QZS1	ENSMUSP00000045606
Q8QZS3	ENSMUSP00000091696
Q8QZT1	ENSMUSP00000034547
Q8QZV7	ENSMUSP00000032427
Q8QZX2	ENSMUSP00000049973
Q8QZY1	ENSMUSP00000038839
Q8QZY9	ENSMUSP00000075709
Q8R010	ENSMUSP00000031613
Q8R015	ENSMUSP00000036614
Q8R016	ENSMUSP00000021197
Q8R050-2	ENSMUSP00000078940
Q8R060	ENSMUSP00000112790
Q8R080	ENSMUSP00000128759
Q8R089	ENSMUSP00000043682
Q8R0A0	ENSMUSP00000086312
Q8R0F3	ENSMUSP00000032191
Q8R0F6	ENSMUSP00000027534
Q8R0F8	ENSMUSP00000055827
Q8R0G9	ENSMUSP00000048084
Q8R0H9	ENSMUSP00000035992
Q8R0J7	ENSMUSP00000047980
Q8R0K4	ENSMUSP00000062540
Q8R0X7	ENSMUSP00000090155
Q8R123	ENSMUSP00000051366
Q8R146-2	ENSMUSP00000141856
Q8R180	ENSMUSP00000022378
Q8R1B4	ENSMUSP00000032992
Q8R1F1	ENSMUSP00000028135
Q8R1G6	ENSMUSP00000022681
Q8R1I1	ENSMUSP00000054856
Q8R1N4	ENSMUSP00000064668
Q8R1Q8	ENSMUSP00000035366
Q8R1S0	ENSMUSP00000021661
Q8R1S0	ENSMUSP00000105905
Q8R1V4	ENSMUSP00000004508
Q8R1X6-2	ENSMUSP00000042367
Q8R2K4	ENSMUSP00000135193
Q8R2L5	ENSMUSP00000016977
Q8R2M2	ENSMUSP00000045043
Q8R2N2	ENSMUSP00000048377
Q8R2R3	ENSMUSP00000048595
Q8R2U0-2	ENSMUSP00000025421
Q8R2U4	ENSMUSP00000035303
Q8R2V2	ENSMUSP00000134062
Q8R2W9	ENSMUSP00000018990
Q8R2Y8	ENSMUSP00000103656
Q8R307	ENSMUSP00000036915
Q8R317-2	ENSMUSP00000050191
Q8R322	ENSMUSP00000019859
Q8R323	ENSMUSP00000039621
Q8R326	ENSMUSP00000022507
Q8R332-4	ENSMUSP00000038716
Q8R349	ENSMUSP00000047950
Q8R361	ENSMUSP00000058305
Q8R3B7-2	ENSMUSP00000095229
Q8R3B7-2	ENSMUSP00000111431
Q8R3C0	ENSMUSP00000113961
Q8R3C6	ENSMUSP00000031590
Q8R3F5	ENSMUSP00000051569
Q8R3F9	ENSMUSP00000093958
Q8R3H7	ENSMUSP00000043066
Q8R3H9	ENSMUSP00000026480
Q8R3N1	ENSMUSP00000038382
Q8R3N6	ENSMUSP00000025137
Q8R3P6	ENSMUSP00000049284
Q8R3Q6	ENSMUSP00000125874
Q8R3V5-1	ENSMUSP00000109251
Q8R3Y8-2	ENSMUSP00000061234
Q8R409	ENSMUSP00000057339
Q8R422	ENSMUSP00000091330
Q8R480	ENSMUSP00000021085
