gene	struc	chn	decay.class	qtype	unq	tot	species	
Pard3	2k20	A	X	het	2	2	mouse
Esrrg	2gpv	A	X	het	2	9	mouse
Nr1d1	1a6y	A	X	hom	1	2	mouse
Igf1r	4xss	F	X	het	3	3	mouse
Gmps	2vxo	A	E	hom	1	2	mouse
Gabrg1	1mot	A	X	mon	1	1	mouse
Jak1	4e5w	A	X	hom	1	2	mouse
Brd2	2dvq	A	U	het	2	4	mouse
Rgmb	4ui2	D	X	het	4	8	mouse
Hoxa7	1b8i	A	X	het	2	2	mouse
Hist2h3c2	2f8n	A	X	het	6	8	mouse
Myh2	2w4g	M	X	het	3	3	mouse
Txndc12	1sen	A	U	mon	1	1	mouse
Stambp	3rzv	A	X	mon	1	1	mouse
Rpl31	4v6x	Cd	X	het	82	84	mouse
Khk	3b3l	A	X	hom	1	2	mouse
Pms2	1ea6	A	X	mon	1	1	mouse
Ikbkap	5cqr	A	U	hom	1	2	mouse
Eif4g3	1lj2	C	X	het	2	4	mouse
Tjp2	2osg	A	X	hom	1	2	mouse
Gorasp2	4edj	A	E	mon	1	1	mouse
Rilp	1yhn	B	X	het	2	4	mouse
Pou2af1	1cqt	I	X	het	2	2	mouse
Nt5c	2jao	A	E	hom	1	2	mouse
Zfp28	2epz	A	X	mon	1	1	mouse
Mcee	3rmu	A	X	hom	1	2	mouse
Dcdc2a	2dnf	A	X	mon	1	1	mouse
Dctd	2w4l	A	X	hom	1	6	mouse
Iapp	2g48	C	X	het	2	2	mouse
Dhfr	1dhf	A	U	hom	1	2	mouse
Hars2	4g84	A	U	hom	1	2	mouse
Mterf3	3m66	A	X	mon	1	1	mouse
Ppp2r2b	3dw8	B	X	het	4	4	mouse
Cyp1a2	2hi4	A	X	mon	1	1	mouse
Dhx36	2n16	A	U	mon	1	1	mouse
Psmc3ip	2mh2	A	X	mon	1	1	mouse
Pros1	1z6c	A	X	mon	1	1	mouse
Nedd9	2l81	A	X	mon	1	1	mouse
Lxn	2bo9	B	E	het	2	4	mouse
Dlg2	2wl7	A	X	hom	1	3	mouse
Etfb	1t9g	S	N	het	3	6	mouse
Bcat1	2abj	A	U	hom	1	2	mouse
Mef2d	1egw	A	X	hom	1	2	mouse
Ighv14-3	3jau	H	X	het	3	180	mouse
Glud1	1l1f	A	N	hom	1	6	mouse
Arl1	1r4a	A	U	het	2	8	mouse
Tnfrsf11a	3qbq	B	X	het	2	6	mouse
Kcna2	2a79	B	X	het	4	16	mouse
Ckb	3dre	A	X	hom	1	2	mouse
Sec14l2	4tlg	A	X	mon	1	1	mouse
Xrcc6	1jeq	A	X	het	2	2	mouse
Gipc2	3gge	A	X	hom	1	3	mouse
Poll	2jw5	A	X	mon	1	1	mouse
Zscan2	1mey	C	X	mon	1	1	mouse
Igkv8-30	3jba	L	X	het	3	480	mouse
Impdh2	1jr1	A	E	hom	1	4	mouse
Prkg2	4ojk	C	X	het	2	4	mouse
Kdm4d	4hon	A	X	het	2	2	mouse
Rps24	3jaj	SY	U	het	83	83	mouse
Cdh13	3k5s	A	X	hom	1	2	mouse
Epn2	1inz	A	X	mon	1	1	mouse
Phactr4	4b1y	M	E	het	2	2	mouse
Foxp1	2as5	F	U	het	2	2	mouse
Pcdha2	1wuz	A	X	mon	1	1	mouse
Arsa	1n2l	A	X	hom	1	2	mouse
Igkv8-18	1ap2	A	X	het	2	2	mouse
Syt1	5cci	E	X	het	5	7	mouse
Dll1	4xbm	A	X	mon	1	1	mouse
Fhit	2fit	A	X	hom	1	2	mouse
Igfbp2	2h7t	A	X	mon	1	1	mouse
Kif5a	4uy0	C	X	het	3	3	mouse
Xpo1	2l1l	B	E	het	2	2	mouse
Ddx21	2m3d	A	E	mon	1	1	mouse
Osbpl5	1v88	A	X	mon	1	1	mouse
Gdf11	3sek	B	X	het	2	4	mouse
Per2	4u8h	B	X	het	2	2	mouse
Rbpms	5det	A	X	hom	1	2	mouse
Casp2	3r6g	A	X	het	3	3	mouse
Gpt2	3ihj	A	E	mon	1	1	mouse
Map1lc3b	2k6q	A	E	het	2	2	mouse
Parp2	4pjv	A	X	mon	1	1	mouse
Akr1c20	2he5	A	X	hom	1	2	mouse
Clns1a	1zyi	A	E	mon	1	1	mouse
Mvb12b	3tow	A	X	mon	1	1	mouse
Tnpo3	4ol0	B	E	het	2	2	mouse
Hsdl2	3kvo	A	X	mon	1	1	mouse
Upp2	3p0f	A	X	hom	1	2	mouse
Brox	3um1	A	E	het	2	4	mouse
Myt1	1pxe	A	X	mon	1	1	mouse
Cul4a	2hye	C	U	het	4	4	mouse
Dhrs4	3o4r	A	U	hom	1	4	mouse
Sorbs3	2dlm	A	E	mon	1	1	mouse
Cnot7	2d5r	A	X	het	2	2	mouse
Mst1	2asu	B	X	het	2	2	mouse
Plin3	1szi	A	U	mon	1	1	mouse
Rem1	2nzj	A	X	mon	1	1	mouse
Rapgef5	1wgy	A	X	mon	1	1	mouse
Pax2	1k78	A	X	het	2	3	mouse
Gzmb	1fi8	A	X	het	3	6	mouse
Tubb5	3qo0	C	E	het	3	3	mouse
Krt6b	3tnu	B	X	het	2	4	mouse
Gcgr	4lf3	C	X	het	3	3	mouse
Gldn	4d77	A	X	mon	1	1	mouse
Nr1h2	1p8d	A	X	het	2	2	mouse
Dusp3	3f81	A	E	hom	1	2	mouse
Sod1	3gtt	A	X	hom	1	2	mouse
Apex1	2isi	A	U	mon	1	1	mouse
C1qb	1pk6	B	X	het	3	3	mouse
Tgif1	2lk2	A	X	mon	1	1	mouse
Edc3	3d3k	A	E	hom	1	2	mouse
Col9a1	2uur	A	X	mon	1	1	mouse
Ube2d2a	4a4b	C	X	het	3	3	mouse
Cox7c	2y69	L	X	het	13	13	mouse
Smc4	3l51	B	U	het	2	2	mouse
Rpl13a-ps1	4v6x	CO	X	het	82	84	mouse
Mdp1	2wm8	A	X	mon	1	1	mouse
Otud3	4bou	A	X	hom	1	2	mouse
Dpysl5	4b92	A	X	hom	1	4	mouse
Nudt14	3q91	A	X	hom	1	2	mouse
Hhex	2e1o	A	X	mon	1	1	mouse
Mpdz	2iwq	A	U	hom	1	2	mouse
Morf4l1	2aql	A	X	hom	1	2	mouse
Cd2ap	3aa6	C	E	het	3	3	mouse
Ddt	3ker	A	X	hom	1	3	mouse
Suv420h2	4au7	A	X	het	2	2	mouse
Polr2a	4gwq	H	U	het	8	8	mouse
Kcnh4	3ukn	A	X	hom	1	2	mouse
Tox	2co9	A	X	mon	1	1	mouse
Sae1	1y8r	A	E	het	3	3	mouse
Eef1g	1pbu	A	E	mon	1	1	mouse
Gm10250	2cly	B	N	het	3	3	mouse
Hist1h4n	4zux	B	X	het	9	36	mouse
Acot2	3hlk	A	U	mon	1	1	mouse
Sla2	4m4z	A	X	mon	1	1	mouse
Tdrd3	3pnw	C	X	het	3	3	mouse
Hamp	3h0t	C	X	het	3	6	mouse
H2-Q4	1rjy	A	X	het	3	6	mouse
Foxd3	2hfh	A	X	mon	1	1	mouse
Fank1	1wfu	A	X	mon	1	1	mouse
Micu1	4nsd	A	U	hom	1	2	mouse
Dhh	2wg3	A	X	het	2	2	mouse
Gsk3b	4b7t	A	E	het	2	2	mouse
Mup10	2l9c	A	X	mon	1	1	mouse
Pbx2	1puf	B	X	het	2	2	mouse
Zc3h12a	3v33	A	X	mon	1	1	mouse
Tns1	2gjy	A	X	mon	1	1	mouse
Pygo1	2yyr	A	X	het	2	3	mouse
Kcna7	1ho7	A	X	mon	1	1	mouse
Dysf	4ihb	A	X	mon	1	1	mouse
Prmt5	4gqb	A	X	het	3	12	mouse
Pglyrp1	2r2k	A	X	hom	1	4	mouse
Gm28042	4qu2	A	X	mon	1	1	mouse
Igkv6-13	1i3g	L	X	het	2	2	mouse
Stxbp2	4cca	A	X	mon	1	1	mouse
Bace2	3zkm	A	X	het	3	3	mouse
Dach2	1l8r	A	X	mon	1	1	mouse
Dnajb12	2ctp	A	X	mon	1	1	mouse
Gapdhs	2vyn	D	X	het	2	4	mouse
Mta3	4bkx	A	X	het	2	4	mouse
Met	3efj	A	X	hom	1	2	mouse
Nab1	2yuf	A	X	mon	1	1	mouse
Mynn	2vpk	A	X	hom	1	2	mouse
Birc2	3d9u	A	X	het	2	2	mouse
Rps6ka6	2qr8	A	X	mon	1	1	mouse
Ntrk2	2mfq	B	X	het	2	2	mouse
Rfx1	1dp7	P	X	hom	1	2	mouse
Cabp7	2lv7	A	X	mon	1	1	mouse
Cpt1c	2m76	A	X	mon	1	1	mouse
Fgf1	1djs	B	X	het	2	4	mouse
Rnf25	5d1k	B	U	het	2	2	mouse
Myf6	1mdy	B	X	hom	1	2	mouse
Fndc5	4lsd	A	X	hom	1	2	mouse
Kcne1	2k21	A	X	mon	1	1	mouse
Nek1	4b9d	A	X	hom	1	2	mouse
Brd7	2i7k	A	X	mon	1	1	mouse
Pdlim5	2dar	A	E	mon	1	1	mouse
Tmem14a	2lop	A	X	mon	1	1	mouse
Casq2	1sji	A	X	hom	1	2	mouse
Neb	3i35	A	X	mon	1	1	mouse
Gad1-ps	2okj	A	X	hom	1	2	mouse
Eif3j2	3bpj	A	X	hom	1	2	mouse
Rev1	2lsj	A	X	het	2	2	mouse
Cep170	4jon	A	E	mon	1	1	mouse
Polm	2htf	A	X	mon	1	1	mouse
Scly	3a9y	A	X	hom	1	2	mouse
Sult2b1	1q1q	A	X	mon	1	1	mouse
Kcna6	1qdw	A	X	hom	1	4	mouse
Pla2g1b	1fdk	A	X	hom	1	2	mouse
Ptpn14	2bzl	A	E	mon	1	1	mouse
Foxb1	1vtn	C	X	mon	1	1	mouse
Trmt6	5ccb	B	X	het	2	4	mouse
Daxx	4h9p	C	X	het	3	3	mouse
Spopl	3ivv	A	X	het	2	2	mouse
Flt3	4rt7	A	X	hom	1	2	mouse
Il6st	1pvh	A	X	het	2	2	mouse
Stac	2dl4	A	X	mon	1	1	mouse
Sgsm3	2yuo	A	X	mon	1	1	mouse
Mthfs	3hy3	A	X	mon	1	1	mouse
Cd4	3b71	D	X	het	2	2	mouse
Tom1	1wrd	A	U	het	2	2	mouse
Ighv3-6	2a0l	D	X	het	3	12	mouse
Traf6	1lb5	A	X	het	2	2	mouse
Ap1m1	4p6z	M	X	het	6	6	mouse
Col6a3	4ihk	A	X	mon	1	1	mouse
Dbi	2cb8	A	E	mon	1	1	mouse
Cpeb4	2dnl	A	E	mon	1	1	mouse
Alox5	3v99	A	X	mon	1	1	mouse
S100a6	4p2y	B	X	het	2	2	mouse
Hnrnpl	3r27	A	X	mon	1	1	mouse
Cct4	3iyg	D	E	het	8	8	mouse
Igkv2-109	4r0l	B	X	het	3	6	mouse
Mtcp1	1a1x	A	X	hom	1	2	mouse
Ube2e2	3bzh	A	X	hom	1	2	mouse
Cabp2	2k7d	A	X	mon	1	1	mouse
Agr3	3ph9	A	X	mon	1	1	mouse
Nploc4	2pjh	A	E	het	2	2	mouse
Hoxd3	2h1k	A	X	mon	1	1	mouse
Rab43	2hup	A	X	mon	1	1	mouse
Epo	1cn4	C	X	het	2	3	mouse
Kctd16	5a15	A	X	mon	1	1	mouse
Fanci	3s4w	A	U	het	2	2	mouse
Irf5	3dsh	A	X	hom	1	2	mouse
H2-T10	1r3h	A	X	het	2	2	mouse
Mrpl22	3iy9	M	X	het	19	19	mouse
Itch	2p4r	T	E	het	2	2	mouse
Sfpq	4wii	A	U	hom	1	2	mouse
Prkcz	4mjs	A	X	het	2	2	mouse
Rtf1	3u1u	A	X	hom	1	2	mouse
Itgb4	1qg3	A	X	hom	1	2	mouse
H2-M10.6	1zs8	A	X	het	2	2	mouse
Gtf2e2	1d8k	A	X	mon	1	1	mouse
Ikzf1	2ma7	A	X	mon	1	1	mouse
Gmfg	4jd2	H	X	het	8	8	mouse
Hnrnpc	1txp	A	U	hom	1	4	mouse
Cmpk1	1tev	A	X	mon	1	1	mouse
Guk1	1lvg	A	E	mon	1	1	mouse
Erbb2ip	1mfg	A	E	het	2	2	mouse
Mid2	2ffw	A	X	mon	1	1	mouse
Arhgdib	1ds6	B	U	het	2	2	mouse
Dhps	1dhs	A	X	hom	1	4	mouse
Pnmt	4mq4	A	X	hom	1	2	mouse
Rgs7	2a72	A	X	hom	1	2	mouse
Bad	2bzw	B	X	het	2	2	mouse
Frg1	2yug	A	E	mon	1	1	mouse
Sst	2mi1	A	X	mon	1	1	mouse
Rcvrn	2i94	A	X	het	2	2	mouse
Ercc4	1z00	B	X	het	2	2	mouse
T	1xbr	A	X	hom	1	2	mouse
Blvrb	1he3	A	U	mon	1	1	mouse
Pklr	2vgb	A	X	hom	1	4	mouse
Hist1h3b	2f8n	A	U	het	6	8	mouse
Cdc37	2k5b	B	E	het	2	2	mouse
Camk4	2w4o	A	X	mon	1	1	mouse
Wrnip1	3vhs	A	X	hom	1	2	mouse
Pcdhga9	4zps	A	X	mon	1	1	mouse
Xpo5	3a6p	A	N	het	3	3	mouse
Pola2	4y97	A	U	het	2	2	mouse
Onecut2	2d5v	A	X	mon	1	1	mouse
Pam	1yjl	A	X	mon	1	1	mouse
Flywch1	2rpr	A	X	mon	1	1	mouse
Nfatc1	1s9k	C	X	het	3	3	mouse
Kctd17	3drz	A	X	hom	1	5	mouse
Igf2bp2	3krm	A	E	mon	1	1	mouse
Maff	3a5t	A	U	hom	1	2	mouse
Mapk9	3e7o	A	E	hom	1	2	mouse
Cttn	3ulr	B	E	het	3	3	mouse
Asah2	4wgk	A	X	mon	1	1	mouse
Gm20388	2ffu	A	X	het	2	2	mouse
Tnfrsf13c	2gkw	B	X	het	2	6	mouse
Nudt4	3mcf	A	X	mon	1	1	mouse
Gck	4lc9	B	X	het	2	2	mouse
Ppp3r1	1mf8	B	X	het	4	4	mouse
mt-Cytb	2ybb	C	X	het	37	48	mouse
Atp4a	2yn9	A	X	het	2	2	mouse
Il2	4yqx	A	X	het	3	3	mouse
Vdr	1kb6	A	X	hom	1	2	mouse
Rgn	3g4e	A	X	hom	1	2	mouse
Hoxb4	2r5z	A	X	het	2	2	mouse
Gli3	2gli	A	X	mon	1	1	mouse
Trnt1	4x4w	A	U	hom	1	2	mouse
2410016O06Rik	4e4h	A	X	hom	1	4	mouse
N4bp2	3fau	A	X	hom	1	4	mouse
Gadd45g	3cg6	A	X	hom	1	2	mouse
Rps15a	3jaj	SW	N	het	83	83	mouse
Thap1	2l1g	A	X	mon	1	1	mouse
Mus81	4p0q	A	X	het	2	2	mouse
Nkx1-2	1omq	A	X	mon	1	1	mouse
Eml2	4cgb	A	X	hom	1	3	mouse
Rheb	3t5g	A	E	het	2	2	mouse
Rfk	1q9s	A	U	mon	1	1	mouse
BB287469	3zjy	C	X	het	3	3	mouse
Anks1b	2eam	A	X	mon	1	1	mouse
Senp2	1tgz	A	X	het	2	2	mouse
Phactr3	4b1y	M	X	het	2	2	mouse
Cyp2c39	2nnj	A	X	mon	1	1	mouse
Sept6	2qag	B	E	het	3	6	mouse
Gm7879	1mzw	A	X	het	2	2	mouse
Epcam	4mzv	A	X	hom	1	2	mouse
Abo	3i0e	A	X	hom	1	2	mouse
Klc1	3zfw	A	E	het	2	2	mouse
Rpl32	3jaj	e	X	het	83	83	mouse
Klk4	4k8y	A	X	het	2	2	mouse
Apoa1	2lem	A	X	mon	1	1	mouse
Dcun1d1	4p5o	E	X	het	4	6	mouse
Ptprs	2yd9	A	X	hom	1	2	mouse
Apba3	1u39	A	X	mon	1	1	mouse
Hmga1-rs1	2ezd	A	E	mon	1	1	mouse
Dcps	1vlr	A	E	hom	1	2	mouse
Snn	1zza	A	X	mon	1	1	mouse
Ighv1-39	1ktr	H	X	het	4	4	mouse
Cd14	1wwl	A	X	hom	1	2	mouse
Copz1	5a1v	F	N	het	8	26	mouse
Kcnab1	1exb	A	X	het	2	8	mouse
Sh3glb1	1x43	A	N	mon	1	1	mouse
Kcna3	1qdw	A	X	hom	1	4	mouse
Ap1m2	4p6z	M	X	het	6	6	mouse
Ptpre	1yfo	A	X	mon	1	1	mouse
Zfp36l2	1rgo	A	E	mon	1	1	mouse
Dusp9	4y2e	A	E	mon	1	1	mouse
Sh3yl1	2d8h	A	X	mon	1	1	mouse
Adcy2	1ab8	A	X	hom	1	2	mouse
Bmp6	2qcw	A	X	hom	1	2	mouse
Ighv1-52	1jhl	H	X	het	3	3	mouse
Tyro3	1rhf	A	X	mon	1	1	mouse
Hist2h2ac	4edu	T	X	het	2	4	mouse
Fgf7	1qql	A	X	mon	1	1	mouse
Eri1	1zbh	A	X	hom	1	4	mouse
Parp12	2pqf	A	X	mon	1	1	mouse
Ralbp1	2kwi	B	X	het	2	2	mouse
F9	1j34	C	X	het	3	3	mouse
Ehd2	2qpt	A	N	hom	1	2	mouse
Mpo	1cxp	C	X	het	2	4	mouse
Atxn7l3	2kkt	A	X	mon	1	1	mouse
Mapre3	3tq7	B	X	het	3	4	mouse
Cd8a	3dmm	C	X	het	5	5	mouse
Eno2	1te6	A	X	hom	1	2	mouse
Dlg1	2i0i	A	E	het	2	2	mouse
Pdgfa	3mjk	A	X	hom	1	2	mouse
Eif1b	4kzy	l	X	het	35	35	mouse
Akap13	4d0n	B	X	het	2	2	mouse
Gfi1b	2kmk	A	X	mon	1	1	mouse
Pdp1	3n3c	A	X	mon	1	1	mouse
Prkcb	1a25	A	X	hom	1	2	mouse
Taf11	1bh8	B	X	het	2	2	mouse
Slc4a2	1bzk	A	X	mon	1	1	mouse
Tbx3	1h6f	A	X	hom	1	2	mouse
Stard3	1em2	A	X	mon	1	1	mouse
Mdc1	3va4	A	X	het	2	3	mouse
Kcnd3	2nz0	B	X	het	2	8	mouse
Set	2e50	A	X	hom	1	2	mouse
Gm20425	2go5	2	X	het	7	7	mouse
Hsp90b1	3o2f	A	E	hom	1	2	mouse
Rhoa	1cc0	A	E	het	2	2	mouse
Mocs3	3i2v	A	X	mon	1	1	mouse
Lef1	3ouw	B	X	het	2	2	mouse
Kcnip3	2i2r	E	X	het	2	8	mouse
Trim28	2yvr	A	E	hom	1	2	mouse
Mcts2	3r90	A	X	hom	1	12	mouse
Acvr1	3h9r	A	X	het	2	2	mouse
Cdk13	5efq	A	U	het	2	2	mouse
Csnk1g3	4nt4	A	X	mon	1	1	mouse
Hira	2i32	E	X	het	2	2	mouse
Ptpn22	1jeg	B	X	het	2	2	mouse
Gmpr2	2c6q	A	X	hom	1	4	mouse
Zfp91	2m9a	A	X	mon	1	1	mouse
Crisp2	2a05	A	X	mon	1	1	mouse
Adam22	3g5c	A	X	mon	1	1	mouse
Pnlip	1eth	A	X	het	2	3	mouse
Zfp42	1ubd	C	X	mon	1	1	mouse
Plxnb2	5e6p	A	U	het	2	2	mouse
Plcb3	3ohm	B	X	het	2	2	mouse
Igkv12-41	3wxv	L	X	het	3	3	mouse
Ighv1-69	1jhl	H	X	het	3	3	mouse
Rassf5	3ddc	B	X	het	2	4	mouse
Osbpl11	2d9x	A	E	mon	1	1	mouse
Bfar	1v85	A	X	mon	1	1	mouse
Ing3	1x4i	A	X	mon	1	1	mouse
Bdnf	1b8m	A	X	het	2	2	mouse
Ube2e1	3bzh	A	E	hom	1	2	mouse
Eps8l3	1wxt	A	X	mon	1	1	mouse
Fst	3hh2	C	X	het	2	4	mouse
Fbxw7	2ovq	B	X	het	3	3	mouse
Col10a1	1gr3	A	X	hom	1	3	mouse
Sema7a	3nvq	A	X	het	2	4	mouse
Vdac2	4bum	X	X	hom	1	2	mouse
Rgl1	1ef5	A	X	mon	1	1	mouse
Txnrd1	3ean	A	E	hom	1	2	mouse
Ptges3	1ejf	A	E	mon	1	1	mouse
Rabggtb	4ehm	B	X	het	2	2	mouse
Mmachc	3som	A	X	mon	1	1	mouse
Slc9a5	2htg	A	X	mon	1	1	mouse
Tank	1l0a	B	X	het	2	2	mouse
Rab1	4fme	B	X	het	3	3	mouse
Rnd2	1m7b	A	X	mon	1	1	mouse
Stambpl1	2znv	A	E	mon	1	1	mouse
Rspo2	4c99	B	X	het	2	4	mouse
Sult1c2	3bfx	A	X	mon	1	1	mouse
Acp6	4joc	A	X	mon	1	1	mouse
Kcnj4	3spi	A	X	hom	1	4	mouse
Aup1	2ekf	A	U	mon	1	1	mouse
Tpm1	4a7f	B	E	het	3	10	mouse
Mup15	2l9c	A	X	mon	1	1	mouse
Dlx3	4xrs	G	X	het	2	2	mouse
Atf1	1dh3	A	E	hom	1	2	mouse
Mafk	3a5t	A	X	hom	1	2	mouse
Dlg5	1uit	A	X	mon	1	1	mouse
Copa	3mkr	B	U	het	2	2	mouse
Vps26b	3lha	A	X	mon	1	1	mouse
Nudt16	3mgm	A	X	hom	1	2	mouse
Zmynd11	5hda	A	U	het	2	4	mouse
Nudt1	4c9x	A	X	hom	1	2	mouse
AC182748.1	3kjo	A	X	mon	1	1	mouse
Ubqln4	2jy6	B	E	het	2	2	mouse
Arg2	4hze	A	X	hom	1	3	mouse
Slc4a3	1bzk	A	X	mon	1	1	mouse
Aoc3	2y73	A	X	hom	1	2	mouse
Rfx5	2kw3	A	X	het	2	3	mouse
Parn	3d45	A	X	hom	1	2	mouse
Mrpl28	3j9m	X	X	het	81	81	mouse
Kdm6a	3avr	A	X	het	2	2	mouse
Ckmt2	1crk	A	X	hom	1	8	mouse
Trav14n-2	1d9k	A	X	het	2	2	mouse
Eno3	2xsx	A	X	hom	1	2	mouse
Nadk	3pfn	A	X	hom	1	4	mouse
G3bp1	3q90	A	E	hom	1	2	mouse
Aprt	4x44	A	E	hom	1	2	mouse
Serpina3i	1yxa	A	X	mon	1	1	mouse
Tbce	4icv	A	X	mon	1	1	mouse
Nr2c2	3p0u	A	X	hom	1	2	mouse
Cntf	1cnt	1	X	hom	1	2	mouse
Igkv8-28	2imm	A	X	hom	1	2	mouse
Homer2	1i7a	A	X	het	2	2	mouse
Trbv13-3	3byt	A	X	het	2	2	mouse
Larp7	4wkr	A	E	mon	1	1	mouse
Pak3	2df6	C	X	het	2	2	mouse
Gla	1r46	A	X	hom	1	2	mouse
Akr1c18	2he5	A	X	hom	1	2	mouse
Dnaja4	2m6y	A	X	mon	1	1	mouse
Ctps	2vo1	A	E	hom	1	4	mouse
Fermt1	4bbk	A	X	mon	1	1	mouse
Pmp2	4a8z	A	X	hom	1	2	mouse
Kctd1	5bxb	A	X	hom	1	5	mouse
Gm8797	5a5b	9	X	het	35	35	mouse
Vav1	2vrw	B	X	het	2	2	mouse
Anpep	4fys	A	X	het	2	2	mouse
Rbm15	1why	A	E	mon	1	1	mouse
Nup98	3mmy	B	X	het	2	2	mouse
Ighv1-80	3j8v	F	X	het	3	780	mouse
Lhx4	3mmk	A	X	mon	1	1	mouse
Lrpap1	2fyl	A	U	het	2	2	mouse
Dffb	1f2r	C	X	het	2	2	mouse
Onecut1	2d5v	A	X	mon	1	1	mouse
Rala	2bov	A	X	het	2	2	mouse
Phactr1	4b1z	M	X	het	2	8	mouse
Asf1b	5bnx	D	X	het	4	4	mouse
Myl12b	3j04	B	X	het	3	6	mouse
Cdh4	3l6x	B	X	het	2	2	mouse
Dnase1	2a3z	B	X	het	3	3	mouse
Spr	1sep	A	U	hom	1	2	mouse
Zmym2	2das	A	X	mon	1	1	mouse
Rbm22	2ytc	A	X	mon	1	1	mouse
Agr2	2lns	A	X	hom	1	2	mouse
Echdc3	2vx2	A	E	hom	1	3	mouse
Maoa	1o5w	A	X	hom	1	2	mouse
Cenpm	4p0t	A	X	mon	1	1	mouse
Pla2g10	1le7	A	X	mon	1	1	mouse
Hoxa6	1b8i	A	X	het	2	2	mouse
H2afy	2f8n	G	U	het	6	8	mouse
Rpl22	3jaj	U	N	het	83	83	mouse
Irak4	4u97	A	X	hom	1	2	mouse
Ighv1-4	1jhl	H	X	het	3	3	mouse
Tgfbr2	2pjy	B	X	het	3	6	mouse
Trex1	2ioc	A	X	hom	1	2	mouse
Nrg1	3u7u	G	X	het	2	2	mouse
Rbm38	2mgz	B	E	het	2	2	mouse
Serpina6	2v95	A	X	mon	1	1	mouse
Sgsm2	4qxa	B	X	het	2	2	mouse
Ythdc2	2yu6	A	X	mon	1	1	mouse
Brd4	2dww	A	U	hom	1	2	mouse
Nags	4k30	A	X	hom	1	2	mouse
Wwp2	2jo9	A	E	het	2	2	mouse
Myh11	1br1	A	X	het	2	2	mouse
Bcl2a1b	2voh	A	X	het	2	2	mouse
Hoxb7	1b8i	A	X	het	2	2	mouse
Zbtb17	3m52	A	X	hom	1	2	mouse
Mrps26	5aj4	Ad	X	het	83	83	mouse
Spn	2ems	B	X	het	2	2	mouse
Ncoa2	1m2z	B	X	het	2	4	mouse
Htra2	2pzd	A	E	hom	1	2	mouse
Cdc16	3hym	B	U	het	2	2	mouse
Ntng1	3zyj	B	X	het	2	2	mouse
Scn11a	4djc	B	X	het	2	2	mouse
Sirpa	2yz1	A	X	mon	1	1	mouse
Seh1l	5a9q	7	E	het	10	304	mouse
Hist1h2bl	2cv5	D	X	het	4	8	mouse
Rfxank	4qqm	A	X	het	2	2	mouse
Taok1	1u5r	A	E	mon	1	1	mouse
Pthlh	1m5n	Q	X	het	2	2	mouse
Bard1	1jm7	B	X	het	2	2	mouse
Flrt3	4yeb	B	X	het	2	2	mouse
Blk	2hck	A	X	hom	1	2	mouse
Phf19	4bd3	A	X	het	2	2	mouse
Hist1h2ao	2cv5	C	X	het	4	8	mouse
Gmeb1	1oqj	A	X	mon	1	1	mouse
Arid3b	2kk0	A	X	mon	1	1	mouse
Il22ra1	3dlq	R	X	het	2	2	mouse
Smad9	3kmp	A	X	hom	1	2	mouse
Kpna1	4b18	A	E	het	2	2	mouse
Ticam2	2m1w	A	X	mon	1	1	mouse
Eif5	2iu1	A	E	mon	1	1	mouse
Ngfr	1sg1	X	X	het	2	3	mouse
Arfgap3	2crw	A	X	mon	1	1	mouse
RP24-394C15.7	4giw	A	X	hom	1	2	mouse
Gas7	2ysh	A	X	mon	1	1	mouse
Dusp21	2esb	A	X	mon	1	1	mouse
Ighv1-74	1jhl	H	X	het	3	3	mouse
Atp1a3	3n23	A	X	het	3	3	mouse
Sema3a	1q47	A	U	hom	1	2	mouse
Cisd1	2qh7	A	U	hom	1	2	mouse
Gcc2	3bbp	D	U	het	2	4	mouse
Vipr2	2x57	A	X	hom	1	6	mouse
Cep55	3e1r	A	E	het	2	3	mouse
H2-Q6	1k8d	A	X	het	3	3	mouse
Dpysl4	2vm8	A	X	hom	1	4	mouse
Gata3	3dfx	A	X	hom	1	2	mouse
Chrna9	4uy2	A	X	het	2	2	mouse
Irs2	1irs	A	E	het	2	2	mouse
Ube2z	5a4p	A	U	mon	1	1	mouse
Dok4	1j0w	A	X	mon	1	1	mouse
Mlec	2kr2	A	E	mon	1	1	mouse
Hist1h3h	1u35	A	X	het	4	8	mouse
Gm8186	4pjo	G	X	het	9	9	mouse
Chd8	2cka	A	U	mon	1	1	mouse
Eps15l1	1eh2	A	E	mon	1	1	mouse
Atp6v0a4	2rpw	X	X	mon	1	1	mouse
Ptrh2	1q7s	A	E	mon	1	1	mouse
Pcyt1a	3hl4	A	E	hom	1	2	mouse
Clcn5	2j9l	A	X	hom	1	6	mouse
Gm10093	4bkx	B	X	het	2	4	mouse
Gucy1a3	4ni2	A	X	het	2	2	mouse
Hist1h1a	1ghc	A	U	mon	1	1	mouse
Bmp4	1reu	A	X	hom	1	2	mouse
Tnnc2	1a2x	A	X	het	2	2	mouse
Pik3r1	4ovu	B	U	het	2	2	mouse
Rbx1	1ldk	C	X	het	5	5	mouse
Homer3	3cvf	A	X	hom	1	4	mouse
Ighv2-6-8	1dl7	H	X	het	2	2	mouse
Chrnd	2k58	B	X	mon	1	1	mouse
Clip4	2z0w	A	X	hom	1	2	mouse
Sumf1	2aij	X	X	het	2	2	mouse
Dbnl	1x67	A	E	mon	1	1	mouse
